field,G;intensity,a.u.;I, A
3269.54;2016;1.25
3269.64;2017;1.25
3269.74;2018;1.25
3269.84;2019;1.25
3269.94;2018;1.25
3270.04;2019;1.25
3270.14;2020;1.25
3270.24;2020;1.25
3270.34;2018;1.25
3270.44;2023;1.25
3270.54;2023;1.25
3270.64;2022;1.25
3270.74;2018;1.25
3270.84;2015;1.25
3270.94;2012;1.25
3271.04;2012;1.25
3271.14;2010;1.25
3271.24;2007;1.25
3271.34;2004;1.25
3271.44;2004;1.25
3271.54;2002;1.25
3271.64;1998;1.25
3271.74;1997;1.25
3271.84;1997;1.25
3271.94;2002;1.25
3272.04;2009;1.25
3272.14;2012;1.25
3272.24;2012;1.25
3272.34;2011;1.25
3272.44;2009;1.25
3272.54;2006;1.25
3272.64;2005;1.25
3272.74;2008;1.25
3272.84;2010;1.25
3272.94;2011;1.25
3273.04;2011;1.25
3273.14;2006;1.25
3273.24;2004;1.25
3273.34;2004;1.25
3273.44;2003;1.25
3273.54;2002;1.25
3273.64;2002;1.25
3273.74;2002;1.25
3273.84;2000;1.25
3273.94;1999;1.25
3274.04;2002;1.25
3274.14;2003;1.25
3274.24;2001;1.25
3274.34;1998;1.25
3274.44;1998;1.25
3274.54;1996;1.25
3274.64;1995;1.25
3274.74;1995;1.25
3274.84;1996;1.25
3274.94;1995;1.25
3275.05;1992;1.25
3275.15;1992;1.25
3275.25;1995;1.25
3275.35;1998;1.25
3275.45;2003;1.25
3275.55;2006;1.25
3275.65;2011;1.25
3275.75;2011;1.25
3275.85;2011;1.25
3275.95;2015;1.25
3276.05;2018;1.25
3276.15;2013;1.25
3276.25;2007;1.25
3276.35;2005;1.25
3276.45;2000;1.25
3276.55;1993;1.25
3276.65;1989;1.25
3276.75;1986;1.25
3276.85;1985;1.25
3276.95;1984;1.25
3277.05;1985;1.25
3277.15;1985;1.25
3277.25;1985;1.25
3277.35;1981;1.25
3277.45;1977;1.25
3277.55;1973;1.25
3277.65;1972;1.25
3277.75;1970;1.25
3277.85;1966;1.25
3277.95;1966;1.25
3278.05;1968;1.25
3278.15;1972;1.25
3278.25;1973;1.25
3278.35;1973;1.25
3278.45;1973;1.25
3278.55;1975;1.25
3278.65;1975;1.25
3278.75;1970;1.25
3278.85;1963;1.25
3278.95;1963;1.25
3279.05;1955;1.25
3279.15;1951;1.25
3279.25;1950;1.25
3279.35;1948;1.25
3279.45;1942;1.25
3279.55;1937;1.25
3279.65;1930;1.25
3279.75;1921;1.25
3279.85;1912;1.25
3279.95;1903;1.25
3280.05;1895;1.25
3280.15;1892;1.25
3280.25;1886;1.25
3280.35;1879;1.25
3280.45;1869;1.25
3280.55;1860;1.25
3280.65;1852;1.25
3280.75;1841;1.25
3280.85;1834;1.25
3280.95;1828;1.25
3281.05;1819;1.25
3281.15;1809;1.25
3281.25;1799;1.25
3281.35;1784;1.25
3281.45;1765;1.25
3281.55;1747;1.25
3281.65;1722;1.25
3281.75;1692;1.25
3281.85;1676;1.25
3281.95;1650;1.25
3282.05;1619;1.25
3282.15;1584;1.25
3282.25;1547;1.25
3282.35;1510;1.25
3282.45;1469;1.25
3282.55;1425;1.25
3282.65;1385;1.25
3282.75;1345;1.25
3282.85;1308;1.25
3282.95;1272;1.25
3283.06;1239;1.25
3283.16;1206;1.25
3283.26;1176;1.25
3283.36;1150;1.25
3283.46;1128;1.25
3283.56;1108;1.25
3283.66;1094;1.25
3283.76;1089;1.25
3283.86;1088;1.25
3283.96;1091;1.25
3284.06;1105;1.25
3284.16;1126;1.25
3284.26;1150;1.25
3284.36;1180;1.25
3284.46;1221;1.25
3284.56;1262;1.25
3284.66;1304;1.25
3284.76;1353;1.25
3284.86;1404;1.25
3284.96;1460;1.25
3285.06;1519;1.25
3285.16;1582;1.25
3285.26;1645;1.25
3285.36;1715;1.25
3285.46;1789;1.25
3285.56;1860;1.25
3285.66;1931;1.25
3285.76;2006;1.25
3285.86;2080;1.25
3285.96;2151;1.25
3286.06;2223;1.25
3286.16;2296;1.25
3286.26;2364;1.25
3286.36;2433;1.25
3286.46;2500;1.25
3286.56;2562;1.25
3286.66;2620;1.25
3286.76;2678;1.25
3286.86;2726;1.25
3286.96;2768;1.25
3287.06;2809;1.25
3287.16;2842;1.25
3287.26;2866;1.25
3287.36;2887;1.25
3287.46;2903;1.25
3287.56;2906;1.25
3287.66;2906;1.25
3287.76;2905;1.25
3287.86;2895;1.25
3287.96;2880;1.25
3288.06;2859;1.25
3288.16;2834;1.25
3288.26;2805;1.25
3288.36;2780;1.25
3288.46;2749;1.25
3288.56;2716;1.25
3288.66;2681;1.25
3288.76;2645;1.25
3288.86;2611;1.25
3288.96;2576;1.25
3289.06;2544;1.25
3289.16;2516;1.25
3289.26;2486;1.25
3289.36;2459;1.25
3289.46;2432;1.25
3289.56;2403;1.25
3289.66;2375;1.25
3289.76;2350;1.25
3289.86;2325;1.25
3289.96;2303;1.25
3290.06;2288;1.25
3290.16;2277;1.25
3290.26;2268;1.25
3290.36;2262;1.25
3290.46;2252;1.25
3290.56;2233;1.25
3290.66;2218;1.25
3290.76;2207;1.25
3290.86;2198;1.25
3290.96;2193;1.25
3291.07;2186;1.25
3291.17;2179;1.25
3291.27;2172;1.25
3291.37;2162;1.25
3291.47;2153;1.25
3291.57;2147;1.25
3291.67;2139;1.25
3291.77;2132;1.25
3291.87;2126;1.25
3291.97;2120;1.25
3292.07;2113;1.25
3292.17;2109;1.25
3292.27;2106;1.25
3292.37;2103;1.25
3292.47;2098;1.25
3292.57;2094;1.25
3292.67;2092;1.25
3292.77;2087;1.25
3292.87;2083;1.25
3292.97;2080;1.25
3293.07;2076;1.25
3293.17;2071;1.25
3293.27;2069;1.25
3293.37;2072;1.25
3293.47;2068;1.25
3293.57;2064;1.25
3293.67;2061;1.25
3293.77;2060;1.25
3293.87;2059;1.25
3293.97;2057;1.25
3294.07;2059;1.25
3294.17;2060;1.25
3294.27;2061;1.25
3294.37;2059;1.25
3294.47;2057;1.25
3294.57;2054;1.25
3294.67;2051;1.25
3294.77;2048;1.25
3294.87;2047;1.25
3294.97;2047;1.25
3295.07;2047;1.25
3295.17;2051;1.25
3295.27;2053;1.25
3295.37;2052;1.25
3295.47;2053;1.25
3295.57;2057;1.25
3295.67;2058;1.25
3295.77;2056;1.25
3295.87;2056;1.25
3295.97;2058;1.25
3296.07;2053;1.25
3296.17;2045;1.25
3296.27;2051;1.25
3296.37;2053;1.25
3296.47;2050;1.25
3296.57;2049;1.25
3296.67;2048;1.25
3296.77;2044;1.25
3296.87;2043;1.25
3296.97;2044;1.25
3297.07;2044;1.25
3297.17;2043;1.25
3297.27;2039;1.25
3297.37;2039;1.25
3297.47;2040;1.25
3297.57;2040;1.25
3297.67;2044;1.25
3297.77;2044;1.25
3297.87;2041;1.25
3297.97;2042;1.25
3298.07;2043;1.25
3298.17;2042;1.25
3298.27;2040;1.25
3298.37;2037;1.25
3298.47;2034;1.25
3298.57;2035;1.25
3298.67;2035;1.25
3298.77;2033;1.25
3298.87;2034;1.25
3298.97;2033;1.25
3299.08;2026;1.25
3299.18;2026;1.25
3299.28;2030;1.25
3299.38;2032;1.25
3299.48;2032;1.25
3299.58;2029;1.25
3299.68;2028;1.25
3299.78;2026;1.25
3299.88;2022;1.25
3299.98;2019;1.25
3300.08;2020;1.25
3300.18;2024;1.25
3300.28;2029;1.25
3300.38;2031;1.25
3300.48;2034;1.25
3300.58;2036;1.25
3300.68;2038;1.25
3300.78;2035;1.25
3300.88;2032;1.25
3300.98;2029;1.25
3301.08;2025;1.25
3301.18;2024;1.25
3301.28;2024;1.25
3301.38;2026;1.25
3301.48;2027;1.25
3301.58;2026;1.25
3301.68;2027;1.25
3301.78;2030;1.25
3301.88;2031;1.25
3301.98;2029;1.25
3302.08;2022;1.25
3302.18;2017;1.25
3302.28;2021;1.25
3302.38;2020;1.25
3302.48;2019;1.25
3302.58;2023;1.25
3302.68;2023;1.25
3302.78;2021;1.25
3302.88;2019;1.25
3302.98;2014;1.25
3303.08;2009;1.25
3303.18;2007;1.25
3303.28;2008;1.25
3303.38;2011;1.25
3303.48;2015;1.25
3303.58;2018;1.25
3303.68;2019;1.25
3303.78;2019;1.25
3303.88;2015;1.25
3303.98;2012;1.25
3304.08;2014;1.25
3268.14;2034;1.5
3268.24;2034;1.5
3268.34;2036;1.5
3268.44;2041;1.5
3268.54;2043;1.5
3268.64;2041;1.5
3268.74;2039;1.5
3268.84;2035;1.5
3268.94;2031;1.5
3269.04;2030;1.5
3269.14;2031;1.5
3269.24;2032;1.5
3269.34;2028;1.5
3269.44;2026;1.5
3269.54;2027;1.5
3269.64;2027;1.5
3269.74;2028;1.5
3269.84;2032;1.5
3269.94;2035;1.5
3270.04;2034;1.5
3270.14;2037;1.5
3270.24;2038;1.5
3270.34;2040;1.5
3270.44;2043;1.5
3270.54;2045;1.5
3270.64;2048;1.5
3270.74;2052;1.5
3270.84;2052;1.5
3270.94;2053;1.5
3271.04;2052;1.5
3271.14;2050;1.5
3271.24;2046;1.5
3271.34;2041;1.5
3271.44;2037;1.5
3271.54;2032;1.5
3271.64;2029;1.5
3271.74;2030;1.5
3271.84;2027;1.5
3271.94;2023;1.5
3272.04;2021;1.5
3272.14;2022;1.5
3272.24;2023;1.5
3272.34;2027;1.5
3272.44;2030;1.5
3272.54;2030;1.5
3272.64;2026;1.5
3272.74;2022;1.5
3272.84;2020;1.5
3272.94;2020;1.5
3273.04;2018;1.5
3273.14;2016;1.5
3273.24;2013;1.5
3273.34;2012;1.5
3273.44;2010;1.5
3273.54;2011;1.5
3273.64;2011;1.5
3273.74;2010;1.5
3273.84;2014;1.5
3273.94;2016;1.5
3274.04;2017;1.5
3274.14;2018;1.5
3274.24;2023;1.5
3274.34;2024;1.5
3274.44;2025;1.5
3274.54;2026;1.5
3274.64;2025;1.5
3274.74;2023;1.5
3274.84;2019;1.5
3274.94;2015;1.5
3275.05;2010;1.5
3275.15;2006;1.5
3275.25;2006;1.5
3275.35;2006;1.5
3275.45;2007;1.5
3275.55;2009;1.5
3275.65;2005;1.5
3275.75;2004;1.5
3275.85;2003;1.5
3275.95;2002;1.5
3276.05;2003;1.5
3276.15;2008;1.5
3276.25;2010;1.5
3276.35;2011;1.5
3276.45;2011;1.5
3276.55;2010;1.5
3276.65;2005;1.5
3276.75;2006;1.5
3276.85;2006;1.5
3276.95;2008;1.5
3277.05;2008;1.5
3277.15;2004;1.5
3277.25;2005;1.5
3277.35;2007;1.5
3277.45;2004;1.5
3277.55;1999;1.5
3277.65;1989;1.5
3277.75;1983;1.5
3277.85;1976;1.5
3277.95;1974;1.5
3278.05;1974;1.5
3278.15;1971;1.5
3278.25;1970;1.5
3278.35;1971;1.5
3278.45;1968;1.5
3278.55;1961;1.5
3278.65;1954;1.5
3278.75;1948;1.5
3278.85;1944;1.5
3278.95;1943;1.5
3279.05;1940;1.5
3279.15;1932;1.5
3279.25;1930;1.5
3279.35;1929;1.5
3279.45;1926;1.5
3279.55;1920;1.5
3279.65;1912;1.5
3279.75;1901;1.5
3279.85;1892;1.5
3279.95;1888;1.5
3280.05;1886;1.5
3280.15;1882;1.5
3280.25;1875;1.5
3280.35;1872;1.5
3280.45;1868;1.5
3280.55;1861;1.5
3280.65;1855;1.5
3280.75;1846;1.5
3280.85;1831;1.5
3280.95;1815;1.5
3281.05;1796;1.5
3281.15;1777;1.5
3281.25;1757;1.5
3281.35;1737;1.5
3281.45;1718;1.5
3281.55;1696;1.5
3281.65;1671;1.5
3281.75;1646;1.5
3281.85;1617;1.5
3281.95;1585;1.5
3282.05;1552;1.5
3282.15;1519;1.5
3282.25;1480;1.5
3282.35;1438;1.5
3282.45;1394;1.5
3282.55;1350;1.5
3282.65;1305;1.5
3282.75;1263;1.5
3282.85;1226;1.5
3282.95;1191;1.5
3283.06;1159;1.5
3283.16;1135;1.5
3283.26;1118;1.5
3283.36;1101;1.5
3283.46;1091;1.5
3283.56;1087;1.5
3283.66;1085;1.5
3283.76;1087;1.5
3283.86;1096;1.5
3283.96;1110;1.5
3284.06;1135;1.5
3284.16;1165;1.5
3284.26;1194;1.5
3284.36;1227;1.5
3284.46;1264;1.5
3284.56;1305;1.5
3284.66;1348;1.5
3284.76;1392;1.5
3284.86;1439;1.5
3284.96;1489;1.5
3285.06;1539;1.5
3285.16;1590;1.5
3285.26;1645;1.5
3285.36;1702;1.5
3285.46;1758;1.5
3285.56;1813;1.5
3285.66;1865;1.5
3285.76;1918;1.5
3285.86;1975;1.5
3285.96;2032;1.5
3286.06;2090;1.5
3286.16;2148;1.5
3286.26;2207;1.5
3286.36;2269;1.5
3286.46;2332;1.5
3286.56;2392;1.5
3286.66;2451;1.5
3286.76;2501;1.5
3286.86;2550;1.5
3286.96;2599;1.5
3287.06;2648;1.5
3287.16;2696;1.5
3287.26;2741;1.5
3287.36;2780;1.5
3287.46;2820;1.5
3287.56;2853;1.5
3287.66;2879;1.5
3287.76;2900;1.5
3287.86;2916;1.5
3287.96;2928;1.5
3288.06;2934;1.5
3288.16;2935;1.5
3288.26;2930;1.5
3288.36;2921;1.5
3288.46;2907;1.5
3288.56;2893;1.5
3288.66;2873;1.5
3288.76;2850;1.5
3288.86;2827;1.5
3288.96;2798;1.5
3289.06;2762;1.5
3289.16;2729;1.5
3289.26;2695;1.5
3289.36;2660;1.5
3289.46;2626;1.5
3289.56;2591;1.5
3289.66;2555;1.5
3289.76;2523;1.5
3289.86;2494;1.5
3289.96;2465;1.5
3290.06;2436;1.5
3290.16;2407;1.5
3290.26;2382;1.5
3290.36;2358;1.5
3290.46;2333;1.5
3290.56;2314;1.5
3290.66;2295;1.5
3290.76;2280;1.5
3290.86;2266;1.5
3290.96;2251;1.5
3291.07;2240;1.5
3291.17;2232;1.5
3291.27;2225;1.5
3291.37;2217;1.5
3291.47;2206;1.5
3291.57;2192;1.5
3291.67;2183;1.5
3291.77;2176;1.5
3291.87;2163;1.5
3291.97;2153;1.5
3292.07;2145;1.5
3292.17;2140;1.5
3292.27;2138;1.5
3292.37;2134;1.5
3292.47;2129;1.5
3292.57;2125;1.5
3292.67;2117;1.5
3292.77;2107;1.5
3292.87;2095;1.5
3292.97;2090;1.5
3293.07;2089;1.5
3293.17;2089;1.5
3293.27;2091;1.5
3293.37;2096;1.5
3293.47;2101;1.5
3293.57;2104;1.5
3293.67;2106;1.5
3293.77;2106;1.5
3293.87;2104;1.5
3293.97;2104;1.5
3294.07;2102;1.5
3294.17;2095;1.5
3294.27;2092;1.5
3294.37;2092;1.5
3294.47;2090;1.5
3294.57;2089;1.5
3294.67;2088;1.5
3294.77;2086;1.5
3294.87;2082;1.5
3294.97;2075;1.5
3295.07;2067;1.5
3295.17;2061;1.5
3295.27;2058;1.5
3295.37;2058;1.5
3295.47;2056;1.5
3295.57;2056;1.5
3295.67;2060;1.5
3295.77;2062;1.5
3295.87;2062;1.5
3295.97;2063;1.5
3296.07;2065;1.5
3296.17;2063;1.5
3296.27;2064;1.5
3296.37;2065;1.5
3296.47;2065;1.5
3296.57;2062;1.5
3296.67;2056;1.5
3296.77;2054;1.5
3296.87;2053;1.5
3296.97;2050;1.5
3297.07;2050;1.5
3297.17;2052;1.5
3297.27;2053;1.5
3297.37;2052;1.5
3297.47;2052;1.5
3297.57;2052;1.5
3297.67;2053;1.5
3297.77;2052;1.5
3297.87;2047;1.5
3297.97;2046;1.5
3298.07;2044;1.5
3298.17;2043;1.5
3298.27;2041;1.5
3298.37;2039;1.5
3298.47;2036;1.5
3298.57;2037;1.5
3298.67;2034;1.5
3298.77;2033;1.5
3298.87;2032;1.5
3298.97;2033;1.5
3299.08;2037;1.5
3299.18;2037;1.5
3299.28;2038;1.5
3299.38;2042;1.5
3299.48;2044;1.5
3299.58;2045;1.5
3299.68;2041;1.5
3299.78;2037;1.5
3299.88;2032;1.5
3299.98;2029;1.5
3300.08;2028;1.5
3300.18;2028;1.5
3300.28;2030;1.5
3300.38;2031;1.5
3300.48;2028;1.5
3300.58;2025;1.5
3300.68;2025;1.5
3300.78;2028;1.5
3300.88;2028;1.5
3300.98;2031;1.5
3301.08;2033;1.5
3301.18;2034;1.5
3301.28;2031;1.5
3301.38;2029;1.5
3301.48;2027;1.5
3301.58;2027;1.5
3301.68;2031;1.5
3301.78;2031;1.5
3301.88;2031;1.5
3301.98;2032;1.5
3302.08;2033;1.5
3302.18;2037;1.5
3302.28;2042;1.5
3302.38;2044;1.5
3302.48;2042;1.5
3302.58;2039;1.5
3302.68;2033;1.5
3302.78;2029;1.5
3302.88;2025;1.5
3302.98;2021;1.5
3303.08;2021;1.5
3303.18;2026;1.5
3303.28;2029;1.5
3303.38;2032;1.5
3303.48;2032;1.5
3303.58;2032;1.5
3303.68;2036;1.5
3303.78;2038;1.5
3303.88;2036;1.5
3303.98;2030;1.5
3304.08;2023;1.5
3268.14;2050;1.75
3268.24;2052;1.75
3268.34;2052;1.75
3268.44;2048;1.75
3268.54;2050;1.75
3268.64;2052;1.75
3268.74;2054;1.75
3268.84;2056;1.75
3268.94;2063;1.75
3269.04;2069;1.75
3269.14;2073;1.75
3269.24;2077;1.75
3269.34;2077;1.75
3269.44;2075;1.75
3269.54;2069;1.75
3269.64;2064;1.75
3269.74;2058;1.75
3269.84;2058;1.75
3269.94;2058;1.75
3270.04;2057;1.75
3270.14;2052;1.75
3270.24;2055;1.75
3270.34;2054;1.75
3270.44;2049;1.75
3270.54;2045;1.75
3270.64;2043;1.75
3270.74;2043;1.75
3270.84;2040;1.75
3270.94;2037;1.75
3271.04;2037;1.75
3271.14;2037;1.75
3271.24;2035;1.75
3271.34;2034;1.75
3271.44;2033;1.75
3271.54;2038;1.75
3271.64;2044;1.75
3271.74;2045;1.75
3271.84;2047;1.75
3271.94;2048;1.75
3272.04;2052;1.75
3272.14;2058;1.75
3272.24;2064;1.75
3272.34;2067;1.75
3272.44;2065;1.75
3272.54;2064;1.75
3272.64;2064;1.75
3272.74;2061;1.75
3272.84;2058;1.75
3272.94;2057;1.75
3273.04;2059;1.75
3273.14;2062;1.75
3273.24;2063;1.75
3273.34;2061;1.75
3273.44;2060;1.75
3273.54;2060;1.75
3273.64;2062;1.75
3273.74;2062;1.75
3273.84;2058;1.75
3273.94;2053;1.75
3274.04;2055;1.75
3274.14;2057;1.75
3274.24;2055;1.75
3274.34;2054;1.75
3274.44;2053;1.75
3274.54;2057;1.75
3274.64;2061;1.75
3274.74;2059;1.75
3274.84;2056;1.75
3274.94;2052;1.75
3275.05;2046;1.75
3275.15;2043;1.75
3275.25;2044;1.75
3275.35;2046;1.75
3275.45;2039;1.75
3275.55;2034;1.75
3275.65;2033;1.75
3275.75;2037;1.75
3275.85;2040;1.75
3275.95;2041;1.75
3276.05;2045;1.75
3276.15;2047;1.75
3276.25;2041;1.75
3276.35;2038;1.75
3276.45;2034;1.75
3276.55;2033;1.75
3276.65;2032;1.75
3276.75;2032;1.75
3276.85;2031;1.75
3276.95;2030;1.75
3277.05;2028;1.75
3277.15;2025;1.75
3277.25;2020;1.75
3277.35;2017;1.75
3277.45;2014;1.75
3277.55;2012;1.75
3277.65;2009;1.75
3277.75;2007;1.75
3277.85;2005;1.75
3277.95;2001;1.75
3278.05;2001;1.75
3278.15;1995;1.75
3278.25;1989;1.75
3278.35;1984;1.75
3278.45;1982;1.75
3278.55;1981;1.75
3278.65;1975;1.75
3278.75;1968;1.75
3278.85;1962;1.75
3278.95;1954;1.75
3279.05;1945;1.75
3279.15;1938;1.75
3279.25;1931;1.75
3279.35;1930;1.75
3279.45;1930;1.75
3279.55;1929;1.75
3279.65;1924;1.75
3279.75;1919;1.75
3279.85;1909;1.75
3279.95;1900;1.75
3280.05;1895;1.75
3280.15;1880;1.75
3280.25;1872;1.75
3280.35;1862;1.75
3280.45;1851;1.75
3280.55;1843;1.75
3280.65;1831;1.75
3280.75;1818;1.75
3280.85;1802;1.75
3280.95;1785;1.75
3281.05;1770;1.75
3281.15;1751;1.75
3281.25;1729;1.75
3281.35;1707;1.75
3281.45;1683;1.75
3281.55;1653;1.75
3281.65;1622;1.75
3281.75;1590;1.75
3281.85;1558;1.75
3281.95;1526;1.75
3282.05;1490;1.75
3282.15;1452;1.75
3282.25;1416;1.75
3282.35;1380;1.75
3282.45;1344;1.75
3282.55;1309;1.75
3282.65;1276;1.75
3282.75;1248;1.75
3282.85;1221;1.75
3282.95;1200;1.75
3283.06;1181;1.75
3283.16;1163;1.75
3283.26;1152;1.75
3283.36;1147;1.75
3283.46;1146;1.75
3283.56;1146;1.75
3283.66;1150;1.75
3283.76;1160;1.75
3283.86;1175;1.75
3283.96;1197;1.75
3284.06;1215;1.75
3284.16;1236;1.75
3284.26;1262;1.75
3284.36;1292;1.75
3284.46;1326;1.75
3284.56;1364;1.75
3284.66;1403;1.75
3284.76;1446;1.75
3284.86;1489;1.75
3284.96;1533;1.75
3285.06;1576;1.75
3285.16;1616;1.75
3285.26;1661;1.75
3285.36;1708;1.75
3285.46;1755;1.75
3285.56;1805;1.75
3285.66;1852;1.75
3285.76;1899;1.75
3285.86;1946;1.75
3285.96;1995;1.75
3286.06;2037;1.75
3286.16;2086;1.75
3286.26;2133;1.75
3286.36;2183;1.75
3286.46;2232;1.75
3286.56;2278;1.75
3286.66;2327;1.75
3286.76;2376;1.75
3286.86;2426;1.75
3286.96;2472;1.75
3287.06;2519;1.75
3287.16;2566;1.75
3287.26;2612;1.75
3287.36;2659;1.75
3287.46;2703;1.75
3287.56;2747;1.75
3287.66;2785;1.75
3287.76;2823;1.75
3287.86;2858;1.75
3287.96;2892;1.75
3288.06;2919;1.75
3288.16;2948;1.75
3288.26;2968;1.75
3288.36;2981;1.75
3288.46;2991;1.75
3288.56;2993;1.75
3288.66;2986;1.75
3288.76;2976;1.75
3288.86;2960;1.75
3288.96;2941;1.75
3289.06;2917;1.75
3289.16;2890;1.75
3289.26;2858;1.75
3289.36;2823;1.75
3289.46;2787;1.75
3289.56;2754;1.75
3289.66;2721;1.75
3289.76;2690;1.75
3289.86;2656;1.75
3289.96;2626;1.75
3290.06;2598;1.75
3290.16;2569;1.75
3290.26;2536;1.75
3290.36;2505;1.75
3290.46;2478;1.75
3290.56;2452;1.75
3290.66;2427;1.75
3290.76;2403;1.75
3290.86;2381;1.75
3290.96;2363;1.75
3291.07;2346;1.75
3291.17;2331;1.75
3291.27;2319;1.75
3291.37;2307;1.75
3291.47;2293;1.75
3291.57;2280;1.75
3291.67;2268;1.75
3291.77;2258;1.75
3291.87;2245;1.75
3291.97;2235;1.75
3292.07;2226;1.75
3292.17;2216;1.75
3292.27;2209;1.75
3292.37;2203;1.75
3292.47;2202;1.75
3292.57;2201;1.75
3292.67;2200;1.75
3292.77;2193;1.75
3292.87;2188;1.75
3292.97;2180;1.75
3293.07;2174;1.75
3293.17;2168;1.75
3293.27;2164;1.75
3293.37;2160;1.75
3293.47;2160;1.75
3293.57;2156;1.75
3293.67;2150;1.75
3293.77;2144;1.75
3293.87;2137;1.75
3293.97;2139;1.75
3294.07;2138;1.75
3294.17;2138;1.75
3294.27;2135;1.75
3294.37;2134;1.75
3294.47;2132;1.75
3294.57;2131;1.75
3294.67;2132;1.75
3294.77;2135;1.75
3294.87;2136;1.75
3294.97;2139;1.75
3295.07;2137;1.75
3295.17;2136;1.75
3295.27;2138;1.75
3295.37;2141;1.75
3295.47;2139;1.75
3295.57;2136;1.75
3295.67;2132;1.75
3295.77;2125;1.75
3295.87;2121;1.75
3295.97;2120;1.75
3296.07;2118;1.75
3296.17;2121;1.75
3296.27;2122;1.75
3296.37;2123;1.75
3296.47;2123;1.75
3296.57;2118;1.75
3296.67;2114;1.75
3296.77;2111;1.75
3296.87;2110;1.75
3296.97;2110;1.75
3297.07;2111;1.75
3297.17;2108;1.75
3297.27;2108;1.75
3297.37;2108;1.75
3297.47;2105;1.75
3297.57;2102;1.75
3297.67;2100;1.75
3297.77;2103;1.75
3297.87;2107;1.75
3297.97;2105;1.75
3298.07;2105;1.75
3298.17;2106;1.75
3298.27;2104;1.75
3298.37;2103;1.75
3298.47;2102;1.75
3298.57;2101;1.75
3298.67;2100;1.75
3298.77;2095;1.75
3298.87;2090;1.75
3298.97;2087;1.75
3299.08;2090;1.75
3299.18;2093;1.75
3299.28;2096;1.75
3299.38;2094;1.75
3299.48;2092;1.75
3299.58;2091;1.75
3299.68;2092;1.75
3299.78;2093;1.75
3299.88;2096;1.75
3299.98;2095;1.75
3300.08;2097;1.75
3300.18;2097;1.75
3300.28;2100;1.75
3300.38;2104;1.75
3300.48;2105;1.75
3300.58;2101;1.75
3300.68;2096;1.75
3300.78;2093;1.75
3300.88;2091;1.75
3300.98;2092;1.75
3301.08;2093;1.75
3301.18;2094;1.75
3301.28;2092;1.75
3301.38;2089;1.75
3301.48;2090;1.75
3301.58;2091;1.75
3301.68;2094;1.75
3301.78;2096;1.75
3301.88;2097;1.75
3301.98;2095;1.75
3302.08;2097;1.75
3302.18;2093;1.75
3302.28;2087;1.75
3302.38;2084;1.75
3302.48;2082;1.75
3302.58;2079;1.75
3302.68;2078;1.75
3302.78;2079;1.75
3302.88;2079;1.75
3302.98;2080;1.75
3303.08;2076;1.75
3303.18;2071;1.75
3303.28;2070;1.75
3303.38;2070;1.75
3303.48;2073;1.75
3303.58;2074;1.75
3303.68;2070;1.75
3303.78;2069;1.75
3303.88;2070;1.75
3303.98;2076;1.75
3304.08;2080;1.75
